consumerNum,consumerName,life_stage,consumerCat,trophic_strategy,source,preys_on,parasitic_on,zone,habitat_notes
1786,Margarites salmoneus,adult,topsnail,unknown,Light & Smith,not reported,NA,low,"On, under surfaces of rocks"
1785,Eulithidium pulloides,adult,topsnail,unknown,Light & Smith,not reported,NA,middle to low,"In gravel, under rocks, or associated with surfgrass or algae."
1791,Parviturbo acuticostatus,adult,topsnail,unknown,Light & Smith,not reported,NA,middle to low,NA
1789,Halistylus pupoideus,adult,topsnail,unknown,Light & Smith,not reported,NA,middle to low,"mall, slender, living on gravel bottoms offshore"
1790,Lirularia succincta,adult,topsnail,unknown,Light & Smith,not reported,NA,low,"common on gravel, under loose rocks"
2254,Neophasis oculata,adult,trematode,parasite,205,not reported,NA,all,NA
2261,Otodistomum veliporum,adult,trematode,parasite,205,not reported,NA,all,NA
2214,Progonus muelleri,adult,trematode,parasite,205,not reported,NA,all,NA
2271,Pronoprymna petrowi,adult,trematode,parasite,205,not reported,NA,all,NA
2286,Tubulovesicula sp.,adult,trematode,parasite,147,not reported,NA,all,NA
2184,Ascocotyle angrensis,metacercariae,trematode,parasite,205,not reported,NA,all,NA
2185,Ascocotyle angrensis,adult,trematode,parasite,personal inference,not reported,NA,unknown,NA
2200,Galactosomum humbargari,adult,trematode,parasite,personal inference,not reported,NA,unknown,NA
2366,Cercarioides humbargari,metacercaria,trematode,parasite,205,not reported,NA,low,in Atherinops affinis
681,metacercaria_1,metacercaria,trematode,parasite,PO,not reported,NA,NA,NA
682,metacercaria_2,metacercaria,trematode,parasite,PO,not reported,NA,NA,NA
695,metacercaria_4,metacercaria,trematode,parasite,PO,not reported,NA,NA,NA
696,metacercaria_5,metacercaria,trematode,parasite,PO,not reported,NA,NA,NA
697,metacercaria_6,metacercaria,trematode,parasite,PO,not reported,NA,NA,NA
698,trematode_1,NA,trematode,parasite,PO,not reported,NA,NA,NA
699,trematode_2,NA,trematode,parasite,PO,not reported,NA,NA,NA
693,opecolid_metacercaria_3,metacercaria,trematode,parasite,PO,not reported,NA,NA,NA
2288,Urinatrema hirudinacea,adult,trematode,parasite,205,not reported,NA,all,NA
550,Cancer anthonyi,adult,true crab,carnivore (scavenger + predator),"Morris, Abbott, & Haderlie; light & Smith",not reported,NA,low,"more common in bays, estuaries"
552,Cancer branneri,adult,true crab,carnivore (scavenger + predator),"Morris, Abbott, & Haderlie; light & Smith",not reported,NA,NA,NA
551,Cancer jordani,adult,true crab,carnivore (scavenger + predator),"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,under rocks
553,Cancer oregonensis,adult,true crab,typical predator,"Morris, Abbott, & Haderlie; Light & Smith","""barnot reportedcles, polychaete worms, smaller crustaceans, incidental algae""",NA,low,"under rocks or in crevices, holes"
999,Carcinus maenas,eggs,true crab,non-feeding,Light & Smith,not reported,NA,low,NA
537,Epialtoides hiltoni,adult,true crab,grazer,"Morris, Abbott, & Haderlie",alage,NA,low,"holdfasts of eelgrass, surfgrass"
991,Loxorhynchus grandis,egg,true crab,non-feeding,"Morris, Abbott, & Haderlie; Light & Smith",not reported,NA,low,more common subtidally
992,Pugettia producta,egg,true crab,non-feeding,Light & Smith,not reported,NA,low,NA
542,Pugettia dalli,adult,true crab,omnivore,"Morris, Abbott, & Haderlie",not reported,NA,low,"among holdfasts, sessile animals"
540,Pugettia gracilis,adult,true crab,omnivore,"Morris, Abbott, & Haderlie; Light & Smith",not reported,rhizocephalan barnacles,low,"in eelgrass, kelp"
548,Herbstia parvifrons,adult,true crab,unknown,"Morris, Abbott, & Haderlie",not reported,NA,low,"under stones, crevices"
1006,Phyllolithodes papillosus,juvenile,true crab,NA,Light & Smith,not reported,NA,low,under low intertidal rocks; adults subtidal
1008,Lopholithodes mandtii,juvenile,true crab,typical predator,Light & Smith,unknown,NA,very low,under low intertidal rocks; adults subtidal
200,Lottia fenestrata,adult,true limpet,grazer,Light & Smith,not reported,NA,middle to low,"more commonly buried in mud, less common on rock benches"
209,Lottia persona,adult,true limpet,grazer,Light & Smith,not reported,NA,high to middle,"nocturnal, in cracks, crevices"
206,Lottia strigatella,big,true limpet,grazer,"Simison & Lindberg 2003, Light & Smith?",not reported,NA,middle to low,"vertical surfaces, shells of other mollusks (rarely)"
900,Pycnoclavella stanleyi,adult,tunicate,filter feeder,Light & Smith,not reported,NA,low,"Common on sandy rocks, among roots of surfgrass Phyllospadix;"
905,Chelyosoma productum,adult,tunicate,filter feeder,Light & Smith,"barnot reportedcle, copepod not reporteduplii (larvae), eggs,, the larvae of gastropods, other ascidians (https://inverts.wallawalla.edu/Chordata_%28Urochordata%29/Class_Ascidiacea/Phlebobranchia/Corellidae/Chelyosoma_productum.html#:~:text=Description%3A%20This%20solitary%20tunicate%20has,located%20on%20a%20flattened%20disk.)",NA,low,"rocks, several individuals usually clumped"
901,Distaplia smithi,adult,tunicate,filter feeder,Light & Smith,not reported,NA,low,"under rocky ledges, in cave-like spaces below large rocks,, along the sides of deep rocky channels,"
224,Molgula verrucifera,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie; L&S",not reported,NA,low,often attached to Euherdmania claviformis.
188,Perophora annectens,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie; L&S",not reported,NA,"middle, low","on firm substrate; Common on rocks, algae, forming pale green clusters in lower midtidal zone, sometimes common on marina floats"
184,Eudistoma diaphanes,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie; LS",not reported,NA,low,"crevices, under rocks"
902,Eudistoma molle,adult,tunicate,filter feeder,Light & Smith,not reported,NA,low,Common in beds of surfgrass Phyllospadix.
182,Eudistoma ritteri,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,low,"surge channels, rocks, near surfgrass"
173,Aplidium arenatum,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,low,NA
172,Aplidium propinquum,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie; L&S",not reported,NA,low,rare outside of Monterey Bay
175,Synoicum parfustis,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,very low,in seagrass beds
903,Synoicum pellucidum,adult,tunicate,filter feeder,Light & Smith,not reported,NA,low,rocky shores
221,Pyura mirabilis,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,very low,"ocky shores or in sand attached to shells, gravel"
177,Ritterella aequalisiphonis,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,low,NA
904,Ritterella rubra,adult,tunicate,filter feeder,Light & Smith,not reported,NA,low,"under rocks, caves, zone 4"
906,Botryllus tuberatus,adult,tunicate,filter feeder,Light & Smith,not reported,NA,low,NA
907,Dendrodoa abbotti,adult,tunicate,filter feeder,Light & Smith; Newberry (1984),not reported,NA,low,"under rocks, peak abundance is at about +0.3 m,, I have found no specimens at either site above +0.6 m or below 0.0 m. This is an open-coast ascidian in California, inhabiting surf-swept rocky habitats where the full force of the waves is broken by surrounding rocks, reefs"
216,Metandrocarpa taylori,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie; L&S",not reported,NA,low,NA
218,Styela clava,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie",not reported,NA,low,introduced
622,Styela gibbsii,adult,tunicate,filter feeder,L&S,not reported,NA,very low,NA
219,Styela truncata,adult,tunicate,filter feeder,"Morris, Abbott, & Haderlie; L&S",not reported,NA,low,NA
2028,Archimonocelis coronata,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,tide pools
2029,Archimonocelis semicircularis,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"tide pools in gravel, stones, seaweed"
2046,Koinostylochus burchami,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,low,intertidal pools
2030,Asilomaria ampullata,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,shell gravel
2038,Oregoniplana opisthopora,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,low,"In sandy substrate of Zostera meadows, on rocks in surf zone at low-tide level"
2031,Coelogynopora paracnida,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,shell gravel
2032,Coelogynopora tenuiformis,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"in shell gravel, stones"
2061,Acerotisa langi,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,intertidal
2062,Anciliplana graffi,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,NA
2063,Eurylepta aurantiaca,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"Under stones, crawling about on bottom of tide pools; sluggish, clings tenaciously to rocks"
2064,Eurylepta sp.,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,low,from surfaces of seaweed; low intertidal
2045,Copidoplana tripyla,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,NA
2024,Itaipusa bispina,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"intertidal stones, sand,, the eelgrass Zostera"
2025,Itaipusa curvicirra,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"intertidal stones, sand,, the eelgrass Zostera"
2054,Leptoplanella  californica,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"Rocky intertidal among sponges, bryozoans."
2033,Monocelis cincta,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,abundant in tide pools
2034,Monocelis hopkinsi,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,In tide pools on the beach close to the Hopkins Marine Station
2035,Promonotus orthocirrus,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,tide pool
2039,Multipeniata (Multipeniata) californica,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,gravel under algae
2049,Notocomplana litoricola,adult,turbellarian,typical predator,Light & Smith,limpets,NA,middle,Beneath stones below midtide level
2050,Notocomplana rupicola,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,low,"Under rocks, low intertidal"
2051,Notocomplana saxicola,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"On masses of algae in tide pools, on algal holdfasts"
2052,Notocomplana sciophila,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,intertidally in Monterey Bay
2053,Notocomplana timida,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,rocky intertidal in Monterey Bay
2036,Serpentiplana doughertyi,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,in shell gravel in tide pool
2226,Ichthyophaga subcutanea,adult,turbellarian,ectoparasite,205,not reported,NA,all,NA
2040,Plagiostomum abboti,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"seaweed, stones, gravel in tide pool"
2041,Plagiostomum hedgpethi,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"tide pools with algae, in sand under ""wrackbeds"""
2042,Plagiostomum hymani,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,from seaweed in great tidepool
2043,Plagiostomum langi,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,tidepools
2020,Alcha evelinae,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"Seaweed, gravel in tide pools"
2022,Gyratrix hermaphroditus,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"Tide pools, sand, pebbles, algae at Pacific Grove"
2023,Gyratrix proaviformis,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"Sand with Phyllospadix,"
2026,Paraustrorhynchus pacificus,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"among seaweed, pebbles in tide pool"
2027,Promesostoma dipterostylum,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"among seaweed, pebbles in tide pool"
2071,Haplogonaria phyllospadicis,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"In sediment underlying the surfgrass Phyllospadix,"
2056,Acanthozoon lepidum,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"Under stones, in rock crevices on shore"
2068,Pseudoceros canadensis,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,low,In semiprotected rocky areas or jetties at low-tide level;
2069,Pseudoceros montereyensis,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,middle,Under rocks in midintertidal
2044,Pseudostomum californicum,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"among stones, gravel with Polychoerus carmelensis, among a ""mosslike covering"" of Ulva"
2059,Stylochus californicus,adult,turbellarian,micropredator,Light & Smith,bivalves,NA,all,"Occurs in association with bivalve mollusks, on which it feeds"
2058,Stylochus atentaculatus,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"In rocky crevices, under stones"
2060,Stylochus tripartitus,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"on kelp stipes, holdfasts"
2047,Emprosthopharynx gracilis,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,"On blades, stipes of Macrocystis,"
2057,Stylochoplana chloranota,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,low,"Under rocks, low intertidal"
2065,Euryleptodes cavicola,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,low,loose rocky shore or among holdfasts of seaweeds.
2066,Euryleptodes pannulus,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,NA
2067,Euryleptodes phyllulus,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,NA
2070,Stylostomum lentum,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,low,"Among rocks, low intertidal"
2021,Collastoma pacifica,adult,turbellarian,carnivore (scavenger + predator),Light & Smith,not reported,NA,all,In gut of sipunculan Themiste pyroides
169,Strongylocentrotus franciscanus,adult,urchin,grazer,"Morris, Abbott, & Haderlie",not reported,NA,very low,NA
1817,Dendropoma lituella,adult,vermetid,unknown,Light & Smith,not reported,NA,all,"Often found embedded in abalone shells; also on other shells, rocks."
